audio,text
clip_0266.wav,"Bunun adına vəsif deyirlər."
clip_0267.wav,"Və dünyada elə atı götürəcək, at həm Muraddır, həm də Vəfas Sədaqət rəmzidir, nə var ki burda?"
clip_0268.wav,"Bilirsinizmi, talih Yüzbəyovdan xoşumuz gəlməyə bilər."
clip_0269.wav,"Pul qazanmaq, həci tapmaq, alimetlərə gedən yolu genişləndirmək, ailə dağıtmaq. Əşi, Ərdini?"
clip_0270.wav,"Özünüz bilərsiniz, amma adamı tənqid və təhqir etměz sizin haqqınız deyil."
clip_0271.wav,"Təbirli sevmirsinizsə, niyě mağazalarda broiler yox, tƏbii kƏnd, yumurtası axtarırsız?"
clip_0272.wav,"Broiler toyuqdan çox niyə restoranlarda çənd sol pası sifariş verirsiz?"
clip_0273.wav,"Milla süd məhsullarını yox, niyə çatdan təbi, inəş südü qətizdirirsiz, əgər təbirliyə irad bildirirsizsə?"
clip_0274.wav,"Belələrinin, mən hamını nəzərdə tutmuram, o silikon bədən sahiblərinə, taleh bəyi təhqir edənləri deyirəm, belələrinin beyni başında yox."
clip_0275.wav,"Çöhnə zaporojes avtomobilləri kimi arxasındadır, dalındadır."
clip_0276.wav,Adamı ƏrsƏn deyib alqışlamağa ƏvƏzinƏ.
clip_0277.wav,"Tənqid edirsiz, şəxsən mən deyirәm, halal olsun Talih İzběyov."
clip_0278.wav,"Aya Prima adlı bir bloger var, bəlkə adını səhv deyərəm üzr istəyirəm."
clip_0279.wav,"Dediyinə görə, bu o cəridir."
clip_0280.wav,"Yaxşı sarkazm ustasıdır."
clip_0281.wav,"Özü də savadlı qızdır, bildiyim qədəri ilə."
clip_0282.wav,"Özü də yüksək balla qəbul olub."
clip_0283.wav,"Sadəcə olaraq təhsil aldığı hüquq ixtisası ilə məskul olsaydı, daha gözəl olardı."
clip_0284.wav,"Bu ocağa neft benzin atanlardan biri də odur, dahi Nəsrəddin Tusi bir bostanın yanından keçəndə qarpız almaq istəyir."
clip_0285.wav,"Bostancı qartızları düzür və bir-bir göstərib deyir, bax bu qartızın içi qırmızıdır, amma şirin deyil."
clip_0286.wav,"O biri qarpızın içi bir az ağdır, amma şirindir, üçüncü qarpızı göstərir ki, bu qarpızın içi həm qırmızıdır, həm də şirindir."
clip_0287.wav,"Bostançının bütün dedikləri doğru çıxır."
clip_0288.wav,"Nəsrəddin Tusi əlini bostansının çiyninə qoyur və deyir."
clip_0289.wav,"Bostancı, başın yaxşı başdır, heyfçi qarpıza sərf etmisən."
clip_0290.wav,"Bəzi qadınların küçüyə düşərək həm cinslərimi müdafiƏ edirƏm düşüncƏlƏrinƏ gƏlincƏ."
clip_0291.wav,"HƏm cins, mƏn cins, boş şeydir, başını buraxın."
clip_0292.wav,"Çişi vƏ qadın hüquqları bƏrabƏrdir."
clip_0293.wav,"Onda Azərbaycanda əxlaqsızlığı sosial şəbəkələrdə təbliğ edən, verizarı, bayramı mən tənqid etməyim ki, həm cinsimdir."
clip_0294.wav,"Mövzudan mövzu çıxarmayın."
clip_0295.wav,"Taleh bəy haqlı oğlu ola, onu az qala xain çıxartmağa çalışmayın."
clip_0296.wav,"Adi bir təbii-liş reklamına min don geydirib."
clip_0297.wav,"Özünüzə yaxşı baxın və kanalımı izləmədə qalın."
clip_0298.wav,"Mirşahın deyir ki, hamı televiziyaya baxmalıdır."
clip_0299.wav,"Hamı televiziya izləməlidir, hətta televiziya izləməməz."
clip_0300.wav,"Diş yumamaq, çim məmək kimi."
clip_0301.wav,"İllər əvvəl televiziya evimizin baş cür şəhzində idi."
clip_0302.wav,"Bu gün insanların böyük hissəsi xəbəri mobil telefondan alır."
clip_0303.wav,"Sosial şəbəkələr hadisəni saniyələr içində yayınlayır."
clip_0304.wav,"İnsan hadisə yerindən canlı görüntünü izləyir."
clip_0305.wav,"Artıq tamaşaçı məlumat almaq üçün axşam saat doqquz xәbәrlәri gözlәmir, bunu qәbul etmәk lazımdır. Yәni mәsәlә tәkcә internetdә deyil."
clip_0306.wav,"Tamaşaçısını öz Əli ilƏ itirib."
clip_0307.wav,"Çünki uzun illər ərzində eyni format təşrarlanır."   
clip_0308.wav,"Eyni mövzular, eyni qonaqlar, eyni mübahisələr, eyni verilişlər, eyni qalmaqalılar."
clip_0309.wav,"Bir proqramdan çıxan qonaq digər proqrama gedir."
clip_0310.wav,"Sabah yenə başqa kanalda eyni adamları görürük."
clip_0311.wav,"Tamaşaçı isə yeni fikir."
clip_0312.wav,"Komunal xidmətlər, regionlarda insanların üzləşdiyi çətinliklər."
clip_0313.wav,"Bunlar cəmiyyətin gündəlik həyatımın bir hissəsidir, yoxsa çal oynasın Əjdər əmi, şo xarakterli verilişlər nə bilim, gəl mənə addım addım."
